objectid,ccdd,ccpp,ccdi,ubigeo,nombdist,fuente,periodo,ccdd_c,ccpp_c,ccdi_c,fec_reg
987,10,09,03,100903,HONORIA,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
998,10,11,02,101102,CAHUAC,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
1001,10,11,05,101105,JACAS CHICO,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
1003,10,11,07,101107,PAMPAMARCA,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
1040,11,05,01,110501,PISCO,V Censo Nacional Economico,1,110,02,00,2022-07-22T01:39:29Z
1041,11,05,02,110502,HUANCANO,V Censo Nacional Economico,1,110,02,00,2022-07-22T01:39:29Z
1042,11,05,03,110503,HUMAY,V Censo Nacional Economico,1,110,02,00,2022-07-22T01:39:29Z
1004,10,11,08,101108,CHORAS,V Censo Nacional Economico,1,100,01,00,2022-07-22T01:39:29Z
1007,11,01,03,110103,LOS AQUIJES,V Censo Nacional Economico,1,110,01,00,2022-07-22T01:39:29Z
1014,11,01,10,110110,SAN JUAN BAUTISTA,V Censo Nacional Economico,1,110,01,00,2022-07-22T01:39:29Z
1016,11,01,12,110112,SUBTANJALLA,V Censo Nacional Economico,1,110,01,00,2022-07-22T01:39:29Z
1067,12,01,27,120127,QUICHUAY,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1069,12,01,29,120129,SAN AGUSTIN,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1022,11,02,04,110204,CHINCHA BAJA,V Censo Nacional Economico,1,110,02,00,2022-07-22T01:39:29Z
1028,11,02,10,110210,SUNAMPE,V Censo Nacional Economico,1,110,02,00,2022-07-22T01:39:29Z
1039,11,04,05,110405,TIBILLO,V Censo Nacional Economico,1,110,03,00,2022-07-22T01:39:29Z
1045,11,05,06,110506,SAN ANDRES,V Censo Nacional Economico,1,110,02,00,2022-07-22T01:39:29Z
1103,12,04,07,120407,EL MANTARO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1046,11,05,07,110507,SAN CLEMENTE,V Censo Nacional Economico,1,110,02,00,2022-07-22T01:39:29Z
1047,11,05,08,110508,TUPAC AMARU INCA,V Censo Nacional Economico,1,110,02,00,2022-07-22T01:39:29Z
1051,12,01,06,120106,CHICCHE,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
1108,12,04,12,120412,JULCAN,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1052,12,01,07,120107,CHILCA,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
1054,12,01,11,120111,CHUPURO,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
1056,12,01,13,120113,CULLHUAS,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
1061,12,01,20,120120,HUASICANCHA,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
1063,12,01,22,120122,INGENIO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1066,12,01,26,120126,PUCARA,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
1109,12,04,13,120413,LEONOR ORDOÑEZ,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1077,12,02,02,120202,ACO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1088,12,02,13,120213,ORCOTUNA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1089,12,02,14,120214,SAN JOSE DE QUERO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1072,12,01,33,120133,SAPALLANGA,V Censo Nacional Economico,1,120,01,00,2022-07-22T01:39:29Z
1117,12,04,21,120421,MUQUIYAUYO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1073,12,01,34,120134,SICAYA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1083,12,02,08,120208,MANZANARES,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1120,12,04,24,120424,PANCAN,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1084,12,02,09,120209,MARISCAL CASTILLA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1102,12,04,06,120406,CURICACA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1107,12,04,11,120411,JANJAILLO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1111,12,04,15,120415,MARCO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1110,12,04,14,120414,LLOCLLAPAMPA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1121,12,04,25,120425,PARCO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1259,14,01,05,140105,JOSE LEONARDO ORTIZ,V Censo Nacional Economico,1,140,02,00,2022-07-22T01:39:29Z
1113,12,04,17,120417,MASMA CHICCHE,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1116,12,04,20,120420,MUQUI,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1118,12,04,22,120422,PACA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1119,12,04,23,120423,PACCHA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1124,12,04,28,120428,SAN LORENZO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1125,12,04,29,120429,SAN PEDRO DE CHUNAN,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1126,12,04,30,120430,SAUSA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1128,12,04,32,120432,TUNAN MARCA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1170,12,09,08,120908,TRES DE DICIEMBRE,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1129,12,04,33,120433,YAULI,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1130,12,04,34,120434,YAUYOS,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1176,13,01,05,130105,LA ESPERANZA,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1136,12,06,02,120602,COVIRIALI,V Censo Nacional Economico,1,120,03,00,2022-07-22T01:39:29Z
1145,12,07,02,120702,ACOBAMBA,V Censo Nacional Economico,1,120,03,00,2022-07-22T01:39:29Z
1885,25,03,03,250303,CURIMANA,V Censo Nacional Economico,1,250,01,00,2022-07-22T01:39:29Z
1886,25,03,04,250304,NESHUYA,V Censo Nacional Economico,1,250,01,00,2022-07-22T01:39:29Z
1887,25,03,05,250305,ALEXANDER VON HUMBOLDT,V Censo Nacional Economico,1,250,01,00,2022-07-22T01:39:29Z
1148,12,07,05,120705,LA UNION,V Censo Nacional Economico,1,120,03,00,2022-07-22T01:39:29Z
1154,12,08,02,120802,CHACAPALPA,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1159,12,08,07,120807,SANTA BARBARA DE CARHUACAYAN,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1160,12,08,08,120808,SANTA ROSA DE SACCO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1167,12,09,05,120905,HUAMANCACA CHICO,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1182,13,01,11,130111,VICTOR LARCO HERRERA,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1168,12,09,06,120906,SAN JUAN DE ISCOS,V Censo Nacional Economico,1,120,02,00,2022-07-22T01:39:29Z
1172,13,01,01,130101,TRUJILLO,V Censo Nacional Economico,1,130,01,00,2022-07-22T01:39:29Z
1258,14,01,04,140104,ETEN PUERTO,V Censo Nacional Economico,1,140,02,00,2022-07-22T01:39:29Z
1173,13,01,02,130102,EL PORVENIR,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1178,13,01,07,130107,MOCHE,V Censo Nacional Economico,1,130,01,00,2022-07-22T01:39:29Z
1179,13,01,08,130108,POROTO,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1185,13,02,03,130203,CHOCOPE,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1186,13,02,04,130204,MAGDALENA DE CAO,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1187,13,02,05,130205,PAIJAN,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1189,13,02,07,130207,SANTIAGO DE CAO,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1196,13,03,06,130306,UCUNCHA,V Censo Nacional Economico,1,060,01,00,2022-07-22T01:39:29Z
1197,13,04,01,130401,CHEPEN,V Censo Nacional Economico,1,130,03,00,2022-07-22T01:39:29Z
1198,13,04,02,130402,PACANGA,V Censo Nacional Economico,1,130,03,00,2022-07-22T01:39:29Z
1199,13,04,03,130403,PUEBLO NUEVO,V Censo Nacional Economico,1,130,03,00,2022-07-22T01:39:29Z
1206,13,06,04,130604,CHARAT,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1208,13,06,06,130606,LA CUESTA,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1209,13,06,08,130608,MACHE,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1210,13,06,10,130610,PARANDAY,V Censo Nacional Economico,1,130,02,00,2022-07-22T01:39:29Z
1216,13,07,03,130703,JEQUETEPEQUE,V Censo Nacional Economico,1,130,03,00,2022-07-22T01:39:29Z
1267,14,01,13,140113,REQUE,V Censo Nacional Economico,1,140,02,00,2022-07-22T01:39:29Z
1217,13,07,04,130704,PACASMAYO,V Censo Nacional Economico,1,130,03,00,2022-07-22T01:39:29Z
1230,13,08,12,130812,TAURIJA,V Censo Nacional Economico,1,130,04,00,2022-07-22T01:39:29Z
1231,13,08,13,130813,URPAY,V Censo Nacional Economico,1,130,04,00,2022-07-22T01:39:29Z
1235,13,09,04,130904,CURGOS,V Censo Nacional Economico,1,130,04,00,2022-07-22T01:39:29Z
1243,13,10,04,131004,MOLLEBAMBA,V Censo Nacional Economico,1,130,04,00,2022-07-22T01:39:29Z
1255,14,01,01,140101,CHICLAYO,V Censo Nacional Economico,1,140,01,00,2022-07-22T01:39:29Z
1257,14,01,03,140103,ETEN,V Censo Nacional Economico,1,140,02,00,2022-07-22T01:39:29Z
1262,14,01,08,140108,MONSEFU,V Censo Nacional Economico,1,140,02,00,2022-07-22T01:39:29Z
1706,21,07,04,210704,NICASIO,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
1260,14,01,06,140106,LA VICTORIA,V Censo Nacional Economico,1,140,02,00,2022-07-22T01:39:29Z
1265,14,01,11,140111,PICSI,V Censo Nacional Economico,1,140,02,00,2022-07-22T01:39:29Z
1275,14,02,01,140201,FERREÑAFE,V Censo Nacional Economico,1,140,01,00,2022-07-22T01:39:29Z
1266,14,01,12,140112,PIMENTEL,V Censo Nacional Economico,1,140,02,00,2022-07-22T01:39:29Z
1271,14,01,17,140117,PATAPO,V Censo Nacional Economico,1,140,01,00,2022-07-22T01:39:29Z
1272,14,01,18,140118,POMALCA,V Censo Nacional Economico,1,140,01,00,2022-07-22T01:39:29Z
1274,14,01,20,140120,TUMAN,V Censo Nacional Economico,1,140,01,00,2022-07-22T01:39:29Z
1278,14,02,04,140204,MANUEL ANTONIO MESONES MURO,V Censo Nacional Economico,1,140,01,00,2022-07-22T01:39:29Z
1281,14,03,01,140301,LAMBAYEQUE,V Censo Nacional Economico,1,140,03,00,2022-07-22T01:39:29Z
1282,14,03,02,140302,CHOCHOPE,V Censo Nacional Economico,1,140,03,00,2022-07-22T01:39:29Z
1283,14,03,03,140303,ILLIMO,V Censo Nacional Economico,1,140,03,00,2022-07-22T01:39:29Z
1285,14,03,05,140305,MOCHUMI,V Censo Nacional Economico,1,140,03,00,2022-07-22T01:39:29Z
1313,15,01,21,150121,PUEBLO LIBRE,V Censo Nacional Economico,1,150,05,00,2022-07-22T01:39:29Z
1315,15,01,23,150123,PACHACAMAC,V Censo Nacional Economico,1,150,16,00,2022-07-22T01:39:29Z
1316,15,01,24,150124,PUCUSANA,V Censo Nacional Economico,1,150,16,00,2022-07-22T01:39:29Z
1286,14,03,06,140306,MORROPE,V Censo Nacional Economico,1,140,03,00,2022-07-22T01:39:29Z
1289,14,03,09,140309,PACORA,V Censo Nacional Economico,1,140,03,00,2022-07-22T01:39:29Z
1292,14,03,12,140312,TUCUME,V Censo Nacional Economico,1,140,03,00,2022-07-22T01:39:29Z
1340,15,02,05,150205,SUPE PUERTO,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1296,15,01,04,150104,BARRANCO,V Censo Nacional Economico,1,150,14,00,2022-07-22T01:39:29Z
1299,15,01,07,150107,CHACLACAYO,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1300,15,01,08,150108,CHORRILLOS,V Censo Nacional Economico,1,150,14,00,2022-07-22T01:39:29Z
1304,15,01,12,150112,INDEPENDENCIA,V Censo Nacional Economico,1,150,03,05,2022-07-22T01:39:29Z
1307,15,01,15,150115,LA VICTORIA,V Censo Nacional Economico,1,150,06,00,2022-07-22T01:39:29Z
1308,15,01,16,150116,LINCE,V Censo Nacional Economico,1,150,07,00,2022-07-22T01:39:29Z
1354,15,05,02,150502,ASIA,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1312,15,01,20,150120,MAGDALENA DEL MAR,V Censo Nacional Economico,1,150,05,00,2022-07-22T01:39:29Z
1322,15,01,30,150130,SAN BORJA,V Censo Nacional Economico,1,150,08,00,2022-07-22T01:39:29Z
1366,15,05,14,150514,SAN LUIS,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1323,15,01,31,150131,SAN ISIDRO,V Censo Nacional Economico,1,150,07,00,2022-07-22T01:39:29Z
1326,15,01,34,150134,SAN LUIS,V Censo Nacional Economico,1,150,06,00,2022-07-22T01:39:29Z
1329,15,01,37,150137,SANTA ANITA,V Censo Nacional Economico,1,150,11,11,2022-07-22T01:39:29Z
1331,15,01,39,150139,SANTA ROSA,V Censo Nacional Economico,1,150,01,00,2022-07-22T01:39:29Z
1332,15,01,40,150140,SANTIAGO DE SURCO,V Censo Nacional Economico,1,150,13,12,2022-07-22T01:39:29Z
1377,15,06,09,150609,SAN MIGUEL DE ACOS,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1333,15,01,41,150141,SURQUILLO,V Censo Nacional Economico,1,150,08,00,2022-07-22T01:39:29Z
1336,15,02,01,150201,BARRANCA,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1383,15,07,03,150703,CALLAHUANCA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1338,15,02,03,150203,PATIVILCA,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1347,15,04,02,150402,ARAHUAY,V Censo Nacional Economico,1,150,02,01,2022-07-22T01:39:29Z
1350,15,04,05,150405,LACHAQUI,V Censo Nacional Economico,1,150,02,01,2022-07-22T01:39:29Z
1351,15,04,06,150406,SAN BUENAVENTURA,V Censo Nacional Economico,1,150,02,01,2022-07-22T01:39:29Z
1352,15,04,07,150407,SANTA ROSA DE QUIVES,V Censo Nacional Economico,1,150,02,01,2022-07-22T01:39:29Z
1359,15,05,07,150507,IMPERIAL,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1367,15,05,15,150515,SANTA CRUZ DE FLORES,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1407,15,07,27,150727,SANTA CRUZ DE COCACHACRA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1371,15,06,03,150603,ATAVILLOS BAJO,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1375,15,06,07,150607,LAMPIAN,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1380,15,06,12,150612,VEINTISIETE DE NOVIEMBRE,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1381,15,07,01,150701,MATUCANA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1387,15,07,07,150707,HUACHUPAMPA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1417,15,08,05,150805,HUALMAY,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1390,15,07,10,150710,LAHUAYTAMBO,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1391,15,07,11,150711,LANGA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1393,15,07,13,150713,MARIATANA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1564,19,02,03,190203,GOYLLARISQUIZGA,V Censo Nacional Economico,1,190,00,00,2022-07-22T01:39:29Z
1394,15,07,14,150714,RICARDO PALMA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1395,15,07,15,150715,SAN ANDRES DE TUPICOCHA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1397,15,07,17,150717,SAN BARTOLOME,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1471,16,01,08,160108,PUNCHANA,V Censo Nacional Economico,1,160,01,00,2022-07-22T01:39:29Z
1399,15,07,19,150719,SAN JUAN DE IRIS,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1403,15,07,23,150723,SAN MATEO DE OTAO,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1638,20,08,02,200802,BELLAVISTA DE LA UNION,V Censo Nacional Economico,1,200,02,00,2022-07-22T01:39:29Z
1404,15,07,24,150724,SAN PEDRO DE CASTA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1639,20,08,03,200803,BERNAL,V Censo Nacional Economico,1,200,02,00,2022-07-22T01:39:29Z
1405,15,07,25,150725,SAN PEDRO DE HUANCAYRE,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1410,15,07,30,150730,SANTIAGO DE TUNA,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1412,15,07,32,150732,SURCO,V Censo Nacional Economico,1,150,10,00,2022-07-22T01:39:29Z
1531,18,01,04,180104,SAMEGUA,V Censo Nacional Economico,1,180,01,00,2022-07-22T01:39:29Z
1424,15,08,12,150812,VEGUETA,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1427,15,09,03,150903,CAUJUL,V Censo Nacional Economico,1,15A,01,00,2022-07-22T01:39:29Z
1432,15,10,02,151002,ALIS,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1434,15,10,04,151004,AYAVIRI,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1440,15,10,10,151010,COCHAS,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1443,15,10,13,151013,HUAMPARA,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1445,15,10,15,151015,HUANGASCAR,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1447,15,10,17,151017,HUAÑEC,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1453,15,10,23,151023,PUTINZA,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1587,20,01,15,200115,VEINTISEIS DE OCTUBRE,V Censo Nacional Economico,1,200,02,00,2022-07-22T01:39:29Z
1455,15,10,25,151025,QUINOCAY,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1606,20,04,01,200401,CHULUCANAS,V Censo Nacional Economico,1,200,03,00,2022-07-22T01:39:29Z
1607,20,04,02,200402,BUENOS AIRES,V Censo Nacional Economico,1,200,03,00,2022-07-22T01:39:29Z
1456,15,10,26,151026,SAN JOAQUIN,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1457,15,10,27,151027,SAN PEDRO DE PILAS,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1463,15,10,33,151033,VITIS,V Censo Nacional Economico,1,150,17,00,2022-07-22T01:39:29Z
1466,16,01,03,160103,FERNANDO LORES,V Censo Nacional Economico,1,160,01,00,2022-07-22T01:39:29Z
1618,20,05,03,200503,ARENAL,V Censo Nacional Economico,1,200,04,00,2022-07-22T01:39:29Z
1492,16,05,03,160503,CAPELO,V Censo Nacional Economico,1,160,01,00,2022-07-22T01:39:29Z
1635,20,07,05,200705,LOS ORGANOS,V Censo Nacional Economico,1,200,06,00,2022-07-22T01:39:29Z
1496,16,05,07,160507,SAQUENA,V Censo Nacional Economico,1,160,01,00,2022-07-22T01:39:29Z
1502,16,06,02,160602,INAHUAYA,V Censo Nacional Economico,1,250,01,00,2022-07-22T01:39:29Z
1503,16,06,03,160603,PADRE MARQUEZ,V Censo Nacional Economico,1,250,01,00,2022-07-22T01:39:29Z
1504,16,06,04,160604,PAMPA HERMOSA,V Censo Nacional Economico,1,250,01,00,2022-07-22T01:39:29Z
1530,18,01,03,180103,CUCHUMBAYA,V Censo Nacional Economico,1,180,01,00,2022-07-22T01:39:29Z
1537,18,02,03,180203,COALAQUE,V Censo Nacional Economico,1,180,01,00,2022-07-22T01:39:29Z
1540,18,02,06,180206,LLOQUE,V Censo Nacional Economico,1,180,01,00,2022-07-22T01:39:29Z
1545,18,02,11,180211,YUNGA,V Censo Nacional Economico,1,180,01,00,2022-07-22T01:39:29Z
1549,19,01,01,190101,CHAUPIMARCA,V Censo Nacional Economico,1,190,00,00,2022-07-22T01:39:29Z
1551,19,01,03,190103,HUARIACA,V Censo Nacional Economico,1,190,00,00,2022-07-22T01:39:29Z
1554,19,01,06,190106,PALLANCHACRA,V Censo Nacional Economico,1,190,00,00,2022-07-22T01:39:29Z
1559,19,01,11,190111,TINYAHUARCO,V Censo Nacional Economico,1,190,00,00,2022-07-22T01:39:29Z
1566,19,02,05,190205,SAN PEDRO DE PILLAO,V Censo Nacional Economico,1,190,00,00,2022-07-22T01:39:29Z
1568,19,02,07,190207,TAPUC,V Censo Nacional Economico,1,190,00,00,2022-07-22T01:39:29Z
1775,22,04,06,220406,TINGO DE SAPOSOA,V Censo Nacional Economico,1,22B,02,00,2022-07-22T01:39:29Z
1569,19,02,08,190208,VILCABAMBA,V Censo Nacional Economico,1,190,00,00,2022-07-22T01:39:29Z
1578,20,01,01,200101,PIURA,V Censo Nacional Economico,1,200,01,00,2022-07-22T01:39:29Z
1697,21,06,03,210603,HUATASANI,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1581,20,01,07,200107,CURA MORI,V Censo Nacional Economico,1,200,02,00,2022-07-22T01:39:29Z
1702,21,06,08,210608,VILQUE CHICO,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1703,21,07,01,210701,LAMPA,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
1704,21,07,02,210702,CABANILLA,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
1705,21,07,03,210703,CALAPUJA,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
1582,20,01,08,200108,EL TALLAN,V Censo Nacional Economico,1,200,02,00,2022-07-22T01:39:29Z
1584,20,01,10,200110,LA UNION,V Censo Nacional Economico,1,200,02,00,2022-07-22T01:39:29Z
1612,20,04,07,200407,SAN JUAN DE BIGOTE,V Censo Nacional Economico,1,200,03,00,2022-07-22T01:39:29Z
1619,20,05,04,200504,COLAN,V Censo Nacional Economico,1,200,04,00,2022-07-22T01:39:29Z
1622,20,05,07,200507,VICHAYAL,V Censo Nacional Economico,1,200,04,00,2022-07-22T01:39:29Z
1624,20,06,02,200602,BELLAVISTA,V Censo Nacional Economico,1,200,05,00,2022-07-22T01:39:29Z
1625,20,06,03,200603,IGNACIO ESCUDERO,V Censo Nacional Economico,1,200,05,00,2022-07-22T01:39:29Z
1628,20,06,06,200606,MIGUEL CHECA,V Censo Nacional Economico,1,200,05,00,2022-07-22T01:39:29Z
1630,20,06,08,200608,SALITRAL,V Censo Nacional Economico,1,200,05,00,2022-07-22T01:39:29Z
1632,20,07,02,200702,EL ALTO,V Censo Nacional Economico,1,200,06,00,2022-07-22T01:39:29Z
1636,20,07,06,200706,MANCORA,V Censo Nacional Economico,1,200,06,00,2022-07-22T01:39:29Z
1642,20,08,06,200806,RINCONADA LLICUAR,V Censo Nacional Economico,1,200,02,00,2022-07-22T01:39:29Z
1784,22,05,09,220509,SHANAO,V Censo Nacional Economico,1,22A,01,00,2022-07-22T01:39:29Z
1641,20,08,05,200805,VICE,V Censo Nacional Economico,1,200,02,00,2022-07-22T01:39:29Z
1645,21,01,03,210103,AMANTANI,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1650,21,01,08,210108,HUATA,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1651,21,01,09,210109,MAÑAZO,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1659,21,02,02,210202,ACHAYA,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
1684,21,04,02,210402,DESAGUADERO,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1724,21,09,03,210903,HUAYRAPATA,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1782,22,05,07,220507,RUMISAPA,V Censo Nacional Economico,1,22A,01,00,2022-07-22T01:39:29Z
1728,21,10,03,211003,PEDRO VILCA APAZA,V Censo Nacional Economico,1,210,03,00,2022-07-22T01:39:29Z
1748,21,13,03,211303,COPANI,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1749,21,13,04,211304,CUTURAPI,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1750,21,13,05,211305,OLLARAYA,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1751,21,13,06,211306,TINICACHI,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1752,21,13,07,211307,UNICACHI,V Censo Nacional Economico,1,210,01,00,2022-07-22T01:39:29Z
1759,22,02,01,220201,BELLAVISTA,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
1766,22,03,02,220302,AGUA BLANCA,V Censo Nacional Economico,1,22A,01,00,2022-07-22T01:39:29Z
1769,22,03,05,220305,SHATOJA,V Censo Nacional Economico,1,22A,01,00,2022-07-22T01:39:29Z
1772,22,04,03,220403,EL ESLABON,V Censo Nacional Economico,1,22B,02,00,2022-07-22T01:39:29Z
1773,22,04,04,220404,PISCOYACU,V Censo Nacional Economico,1,22B,02,00,2022-07-22T01:39:29Z
1774,22,04,05,220405,SACANCHE,V Censo Nacional Economico,1,22B,02,00,2022-07-22T01:39:29Z
1795,22,07,04,220704,PILLUANA,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
1797,22,07,06,220706,SAN CRISTOBAL,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
1792,22,07,01,220701,PICOTA,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
1793,22,07,02,220702,BUENOS AIRES,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
1796,22,07,05,220705,PUCACACA,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
1799,22,07,08,220708,SHAMBOYACU,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
1801,22,07,10,220710,TRES UNIDOS,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
